BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A4096,27-12-2017,"M.G.M MEDICALS, THIRUVALLA",1,#N/A,#N/A,#N/A
A4085,27-12-2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4076,27-12-2017,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A4069,27-12-2017,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4072,27-12-2017,"PAZHANJIYIL MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A4097,27-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4087,27-12-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A4098,27-12-2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,1,#N/A,#N/A
A4074,27-12-2017,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4079,27-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4084,27-12-2017,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,1,#N/A,#N/A
A4065,27-12-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,1,#N/A,#N/A
A4083,27-12-2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4099,27-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4073,27-12-2017,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A4080,27-12-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4075,27-12-2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4066,27-12-2017,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4100,27-12-2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,#N/A,1,#N/A
A4090,27-12-2017,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A4093,27-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4088,27-12-2017,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A4091,27-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4081,27-12-2017,"KURUNGATTU MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4089,27-12-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A4082,27-12-2017,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4063,27-12-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A4064,27-12-2017,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4071,27-12-2017,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4092,27-12-2017,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",#N/A,1,#N/A,#N/A
A4067,27-12-2017,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4070,27-12-2017,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A4095,27-12-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4078,27-12-2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A4077,27-12-2017,"PREETHI MEDICALS, ELENTHOOR",#N/A,1,#N/A,#N/A
A4094,27-12-2017,"GIRI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4105,28-12-2017,"MANAK HOSPITAL, NEDUMPURAM",#N/A,1,#N/A,#N/A
A4101,28-12-2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,1,#N/A,#N/A
A4102,28-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A4103,28-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A4108,28-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4113,28-12-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,1,#N/A,#N/A
A4110,28-12-2017,"BHARATH NURSING HOME, KULATHUPPUZHA",#N/A,1,#N/A,#N/A
A4109,28-12-2017,"S.N.MEDICALS, KADAPRA",#N/A,#N/A,1,#N/A
A4107,28-12-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A4104,28-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4112,28-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4111,28-12-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A4114,28-12-2017,"VIMALA MEDICALS, THONIPUZHA",#N/A,1,#N/A,#N/A
A4106,28-12-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A4135,29-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",1,#N/A,#N/A,#N/A
A4154,29-12-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4115,29-12-2017,"SAHAYA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4150,29-12-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,1,#N/A,#N/A
A4117,29-12-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A4125,29-12-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A4118,29-12-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A4122,29-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A4120,29-12-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A4140,29-12-2017,"ORMA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A4134,29-12-2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A4119,29-12-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A4151,29-12-2017,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A4126,29-12-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A4142,29-12-2017,"PULIMOOTTIL MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4157,29-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4116,29-12-2017,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A4121,29-12-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A4138,29-12-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4152,29-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4131,29-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4145,29-12-2017,"KUMBAZHA SCB NEETHI MEDICAL STORE BRANCH-1, KUMBAZHA P.O",#N/A,#N/A,1,#N/A
A4149,29-12-2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",#N/A,1,#N/A,#N/A
A4129,29-12-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A4124,29-12-2017,"M.G MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4132,29-12-2017,"ALPHA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4127,29-12-2017,"APPOLO MEDICALS, ADOOR",#N/A,#N/A,1,#N/A
A4141,29-12-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4137,29-12-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4128,29-12-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4146,29-12-2017,"KARUNYA MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4147,29-12-2017,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4133,29-12-2017,"K.K DRUG HOUSE, ADOOR",#N/A,1,#N/A,#N/A
A4148,29-12-2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A4144,29-12-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A4139,29-12-2017,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A4143,29-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4130,29-12-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A4136,29-12-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,#N/A,1,#N/A
A4153,29-12-2017,"M.G.M MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4155,29-12-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A4156,29-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4123,29-12-2017,"M.G.M MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4160,30-12-2017,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A4166,30-12-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4159,30-12-2017,"G.K HOSPITAL, THIRUVALLA",#N/A,1,#N/A,#N/A
A4164,30-12-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A4172,30-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4170,30-12-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A4174,30-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4173,30-12-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A4165,30-12-2017,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A4163,30-12-2017,"J M J MEDICALS, LAIKADU",#N/A,1,#N/A,#N/A
A4177,30-12-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A4176,30-12-2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4171,30-12-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A4158,30-12-2017,"MODERN MEDICALS, NJETTOOR, KULANADA",#N/A,1,#N/A,#N/A
A4169,30-12-2017,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4162,30-12-2017,"JAYA MEDICALS, KAVUMBHAGAM",#N/A,#N/A,1,#N/A
A4175,30-12-2017,"SOORAJ MEDICALS, PLANKAMON",#N/A,1,#N/A,#N/A
A4161,30-12-2017,"DEEPTHI MEDICALS, KAYAMKULAM",#N/A,1,#N/A,#N/A
A4167,30-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,1,#N/A
A4168,30-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A4194,01-01-2018,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A4185,01-01-2018,"JESWIN MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4197,01-01-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4193,01-01-2018,"MARTHOMA MEDICAL MISSION, RANNY",#N/A,1,#N/A,#N/A
A4189,01-01-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4188,01-01-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4184,01-01-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A4198,01-01-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4178,01-01-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A4187,01-01-2018,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,1,#N/A,#N/A
A4183,01-01-2018,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A4192,01-01-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4186,01-01-2018,"REMEDY MEDICALS, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A4195,01-01-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4181,01-01-2018,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4190,01-01-2018,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,1,#N/A,#N/A
A4179,01-01-2018,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4182,01-01-2018,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,1,#N/A,#N/A
A4180,01-01-2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A4191,01-01-2018,"THOMSON MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4196,01-01-2018,"MARTHOMA MEDICAL MISSION, RANNY",#N/A,1,#N/A,#N/A
A4229,02-01-2018,"POYANIL HOSPITAL, KOZHENCHERRY",1,#N/A,#N/A,#N/A
A4218,02-01-2018,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A4210,02-01-2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,#N/A,1,#N/A
A4232,02-01-2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A4199,02-01-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A4239,02-01-2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4209,02-01-2018,"NEETHI MEDICALS(SCB 195), MEMANA BUILDING.PULLAD",#N/A,1,#N/A,#N/A
A4208,02-01-2018,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4238,02-01-2018,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4234,02-01-2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4244,02-01-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4216,02-01-2018,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A4224,02-01-2018,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4205,02-01-2018,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4200,02-01-2018,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A4222,02-01-2018,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A4211,02-01-2018,"KUMBANAD MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A4213,02-01-2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A4220,02-01-2018,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A4242,02-01-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A4228,02-01-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4235,02-01-2018,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A4202,02-01-2018,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A4233,02-01-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A4225,02-01-2018,"VETTATHARA MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4219,02-01-2018,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4223,02-01-2018,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A4248,02-01-2018,"PALATHINKAL MEDICALS, NEERATTUPURAM",#N/A,1,#N/A,#N/A
A4206,02-01-2018,"ABIN MEDICALS, ST.MARY'S ROAD",#N/A,#N/A,1,#N/A
A4243,02-01-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4226,02-01-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A4221,02-01-2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4245,02-01-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4214,02-01-2018,"ASWAS COMMUNITY PHARMACY, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4207,02-01-2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4215,02-01-2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4247,02-01-2018,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A4201,02-01-2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4246,02-01-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4227,02-01-2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A4204,02-01-2018,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4212,02-01-2018,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A4217,02-01-2018,"PREETHI MEDICALS, ELENTHOOR",#N/A,1,#N/A,#N/A
A4237,02-01-2018,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A4203,02-01-2018,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4230,02-01-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A4236,02-01-2018,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4240,02-01-2018,"MODERN MEDICALS, NJETTOOR, KULANADA",#N/A,#N/A,1,#N/A
A4231,02-01-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,1,#N/A
A4241,02-01-2018,"BHAGAVATH MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A4249,03-01-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A4251,03-01-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A4255,03-01-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4250,03-01-2018,"PRATHIBHA MEDICALS, VECHOOCHIRA",#N/A,1,#N/A,#N/A
A4254,03-01-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4253,03-01-2018,"PAZHAYAPEEDIKAYIL MEDICALS, VAZHARMANGALAM",#N/A,1,#N/A,#N/A
A4252,03-01-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4256,03-01-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A4259,04-01-2018,"KOTTARATHIL MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A4265,04-01-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A4267,04-01-2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A4264,04-01-2018,"MARY QUEEN'S ALLERGY CLINIC, THIRUVALLA",#N/A,1,#N/A,#N/A
A4268,04-01-2018,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A4258,04-01-2018,"KURIAN'S MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A4260,04-01-2018,"BETHEL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A4261,04-01-2018,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A4266,04-01-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4269,04-01-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A4262,04-01-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A4257,04-01-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4263,04-01-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,1,#N/A
A4327,05-01-2018,"NEETHI MEDICALS, NEDUMKUNNAM",#N/A,1,#N/A,#N/A
A4285,05-01-2018,"SAHAYA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4301,05-01-2018,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4287,05-01-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4277,05-01-2018,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A4274,05-01-2018,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4312,05-01-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4298,05-01-2018,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A4324,05-01-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A4272,05-01-2018,"NEETHI MEDICAL STORE, KULANADA",#N/A,1,#N/A,#N/A
A4271,05-01-2018,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A4319,05-01-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4291,05-01-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A4309,05-01-2018,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A4299,05-01-2018,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A4311,05-01-2018,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4320,05-01-2018,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A4315,05-01-2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A4293,05-01-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4282,05-01-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A4297,05-01-2018,"PUTHENPEEDIKAYIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A4314,05-01-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4290,05-01-2018,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4270,05-01-2018,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A4279,05-01-2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A4326,05-01-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4280,05-01-2018,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4276,05-01-2018,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A4278,05-01-2018,"DEEPA MEDICALS, CHENNITHALA",#N/A,1,#N/A,#N/A
A4295,05-01-2018,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4302,05-01-2018,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4316,05-01-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A4281,05-01-2018,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A4323,05-01-2018,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A4310,05-01-2018,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A4303,05-01-2018,"KARUNYA MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4328,05-01-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4289,05-01-2018,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A4288,05-01-2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A4275,05-01-2018,"PATTOOR MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4273,05-01-2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A4286,05-01-2018,"SUPPLYCO-MAVELI MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A4304,05-01-2018,"CHERUKARA DRUG HOUSE, CHENGANOOR",#N/A,1,#N/A,#N/A
A4321,05-01-2018,"JAYA MEDICALS, POOVATHOOR",#N/A,1,#N/A,#N/A
A4284,05-01-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A4305,05-01-2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4300,05-01-2018,"PULIMOOTTIL MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A4296,05-01-2018,"ALPHA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4294,05-01-2018,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4307,05-01-2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A4308,05-01-2018,"MARIA HOSPITAL, ADOOR",#N/A,#N/A,1,#N/A
A4317,05-01-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4313,05-01-2018,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4306,05-01-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A4322,05-01-2018,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
